,Document,tokenizedDocument,dm1,dm2,dm3,dm4,dm5,dm6,dm7,dm8,dm9,dm10,dm11,dm12,dm13,dm14,dm15,dm16,dm17,dm18,dm19,dm20,dm21,dm22,dm23,dm24,dm25,dm26,dm27,dm28,dm29,dm30,dm31,dm32,dm33,dm34,dm35,dm36,dm37,dm38,dm39,dm40,dm41,dm42,dm43,dm44,dm45,dm46,dm47,dm48,dm49,dm50,dm51,dm52,dm53,dm54,dm55,dm56,dm57,dm58,dm59,dm60,dm61,dm62,dm63,dm64,dm65,dm66,dm67,dm68,dm69,dm70,dm71,dm72,dm73,dm74,dm75,dm76,dm77,dm78,dm79,dm80,dm81,dm82,dm83,dm84,dm85,dm86,dm87,dm88,dm89,dm90,dm91,dm92,dm93,dm94,dm95,dm96,dm97,dm98,dm99,dm100
180," 사용자가 로그인할 때, 사용자가 선택한 쉘 (명령해석기)이 실행",사용자 로그 때 사용자 선택 쉘 명령 해석기 이 실행,0.7748989,-1.3176064,1.4729576,-0.45514667,-1.0090158,-0.9544031,0.3138147,1.8219432,-2.2213216,1.7567439,-0.37589917,0.098872095,-0.8754009,1.433764,0.036953554,-1.6172359,-0.8928758,-1.0444471,0.31237832,-1.113849,-0.1607141,-0.72912616,-0.63415337,-0.061468825,-0.6409515,-0.6677128,-0.39686844,0.19411612,1.9545795,-0.99346864,2.9449623,0.10301381,-1.2764107,-0.6030944,2.2926855,0.37891448,0.3053229,-0.35383922,0.45896876,0.98057765,1.7483355,0.22119899,-0.4935987,1.2170713,1.7282135,0.57865345,-1.1991801,0.4656406,-1.572095,1.1690214,-0.07448148,0.2142644,-0.14856774,-0.52962506,-1.964818,-1.3596779,0.7770177,0.08034669,-0.46641415,0.58052206,0.7326143,0.17475075,-1.8757461,-0.87556124,0.15238637,1.7942661,-0.08758805,-0.13480274,-0.2323872,-1.9626532,-0.99216133,1.9987533,1.2390515,-0.31079587,0.6702914,-0.056074437,0.073738255,-0.44045982,1.0740364,1.3337122,-0.12788785,1.0479515,-0.6477021,-1.358609,-0.21493444,-2.0761335,-0.117806256,-1.0403675,1.3720255,-0.07298002,1.156135,-0.05052872,-1.1119057,-0.98629856,-0.66217804,0.9830156,-0.066288896,0.62234175,-1.7262475,-1.8260012
181, 쉘이 fork() 시스템 콜을 실행하여 프로세스 생성,쉘 시스템 콜 실행 프로세스 생,-0.006560385,-0.9901414,2.363686,-0.123363286,-0.5903977,0.08606592,0.31380025,1.3616407,-2.928737,0.48865384,0.28462464,-0.6296242,-1.8389493,1.7264028,1.1653531,-0.4668981,-2.2574968,0.12587607,0.7888247,-1.0869088,0.92130685,-1.585197,-0.13066486,-0.49148238,-1.7350566,-0.8543756,-0.60768557,0.97669595,1.4776021,-0.46492988,1.5058997,-0.6338618,-0.46094817,0.27543992,1.5624022,1.8101788,0.0437434,0.30799946,-0.31491727,1.3449996,0.9816656,1.1431469,0.3007974,1.9008286,1.2880892,-0.122141406,-0.97704744,-0.629656,-1.0017674,1.1869868,-0.9483674,0.54297805,-0.4892299,-0.5518757,-1.4841264,0.59151685,-0.23324734,0.47442812,-0.0029518604,0.09267429,0.0375873,1.3574121,-2.4576824,-0.52332073,1.5205939,1.881807,0.10314171,-0.04557398,-0.5947728,-0.79029346,-0.603179,0.34820727,0.1897477,0.9169804,0.23734124,-0.46757916,-0.95949197,-0.024588462,0.09736833,0.8317746,0.22551763,0.78374505,-0.6796612,-2.8937328,-0.27583098,-1.3998071,-0.87970984,-0.79010874,0.34300625,-0.27358156,0.63906324,-1.097707,-0.10196888,-1.257216,-0.8320946,-0.15421522,1.795126,0.057492256,0.3151834,-0.9690986
182,Exec()을 실행하여 프로그램을 프로세스에적재함,실행 프로그램 프로세스 적재 함,1.0042949,-1.699337,3.1349587,-0.25884122,-0.7225325,-0.62568414,0.30173045,2.763097,-3.9002485,0.7321836,0.11119357,-0.14556569,-1.6797407,0.42198956,1.3345647,-0.32176378,-2.398087,-0.12354332,2.7518086,-1.225476,1.6503754,-2.1832228,-1.0139937,-0.95711905,-1.0062275,-1.7683637,-2.2099245,0.59623194,1.4222177,0.22866538,3.5723538,-0.41428968,-0.38314182,1.7963734,1.4695026,0.47493842,0.6652292,-0.66851646,0.04533136,1.4813211,0.89113146,1.1911829,1.1497936,2.4422197,0.14727014,-0.08104643,-0.6506729,-0.34791225,-0.6463318,1.3381363,-0.40812337,0.050267488,-0.22518432,-0.35919964,-2.079497,-1.2591851,-0.22815347,-0.09939018,0.6581701,1.3860577,-0.81939626,0.1151236,-2.9373944,-1.5110183,1.1372815,2.4051611,-0.086497754,-1.2108818,-1.0618196,-1.9494139,-1.0070133,1.915388,0.72757083,0.8988346,-0.9691802,-1.2137821,0.33184573,-0.09077868,0.35177404,0.5885668,0.76062924,2.0191026,-0.43901804,-3.289574,-0.70429873,-1.6601634,-1.4428868,-0.97726405,1.5599078,0.04915738,0.9687977,-0.48467374,-1.3367944,-0.8117996,-0.7904115,-0.26765847,1.5592186,0.36231312,-1.0827498,-0.9645827
183,쉘은 프로세스 종료를 기다리거나 또는 다른사용자 명령을 수행한다,쉘 프로세스 종료 사용자 명령 수행,1.0818162,-0.7891855,3.3533735,-0.2420019,-1.2459012,-0.17657733,1.489983,1.5799109,-3.4110274,0.15671274,0.24152274,0.06233293,-0.74227595,-0.12561867,1.5938791,-1.9827394,-1.8393552,-0.2504925,1.9610916,-1.9089719,0.9564427,-0.81134415,-0.47096068,0.04210213,-1.7954502,-0.6809701,-2.0674853,0.4871409,2.2462873,-0.6360277,2.6224174,1.1267903,-0.46268296,-1.4692198,2.403807,0.6136551,0.47178835,0.19614975,0.05054509,1.8741009,2.2350159,0.83424604,0.16008472,1.6761148,1.2358632,0.43443146,-0.99567854,-0.4349876,-1.1630996,0.5029197,-0.38781396,0.28408414,0.48090398,-0.82707214,-1.053295,-1.4357064,-0.1687247,0.64526016,-1.0564849,-0.14550918,0.7426971,0.6952678,-2.3127017,-0.17930362,0.9780802,1.9611765,-0.28023055,-0.4205647,-0.52969074,-1.791215,-1.6534315,1.8152931,1.3183545,0.037492678,-0.12813741,-0.49518552,0.32164556,-0.87587625,1.4746978,0.6973492,0.17068104,0.8132429,-0.23838551,-1.2910285,-0.49728125,-1.7146953,-0.41066992,-1.1535807,1.746411,0.13795042,0.7853261,-0.56500137,-0.8862175,-1.4313015,-1.2431325,1.5831501,0.7702048,0.9254552,-0.38779595,-2.894848
184, 프로세스는 exit() 시스템 콜을 실행하여 종료,프로세스 시스템 콜 실행 종료,0.97428,-1.2500398,3.7873425,-0.4754125,-1.5650611,0.31138188,0.8861789,1.6769408,-3.6921897,-0.5332738,0.7211127,-0.5296953,-1.7401283,1.2603755,1.2444254,-1.7260725,-2.68067,0.28140375,1.8184739,-2.4410002,2.4811103,-1.0666846,-0.5782246,-0.18273559,-2.3300922,-0.645899,-1.915434,0.42402482,1.8611608,0.5405337,2.9650867,0.81788933,0.10033409,-0.2279436,1.7860446,1.5788425,1.2689981,0.76123273,0.05970028,2.1060085,1.8338127,0.9398089,0.38537854,2.5852597,1.6901554,-0.34119475,-1.1746622,-0.5270519,-0.58277,1.0613073,-1.073814,0.40383014,0.54841304,-0.79591614,-1.2915864,0.08834562,-0.41715413,0.8876896,-1.0822449,0.061345696,0.52557445,0.998977,-3.233,-0.21559927,1.6682198,2.7063053,-0.18281677,0.5328569,-0.685928,-1.4092997,-1.4908123,0.5469634,0.79677683,1.3083725,-0.19444142,-0.80881274,0.21475089,-0.45218801,0.64420617,0.5697439,0.6896882,0.06065613,-1.5858827,-3.2703285,-0.8692734,-1.2487295,-1.6281133,-1.4774277,1.5199517,-0.341948,1.4573176,-0.22946298,-0.26934797,-0.83486116,-1.5710347,1.2679789,1.0244896,0.87122345,-0.41988832,-2.0192294
185,상태 코드   : 정상,상태 코드 정상,0.3751556,-2.8340487,0.2676617,-0.8011922,-0.11939499,-0.82347924,-0.37755737,3.4107208,-2.0366976,0.6110009,-1.5144138,1.2928313,-1.066735,0.66425014,-0.83178276,-0.071915746,-1.8233124,0.6391439,1.727973,-2.1958773,0.96057695,-2.0021837,-0.8762419,-0.035746396,-1.6378903,-0.60391635,1.3064448,0.44222736,1.5194405,0.7077956,6.117786,1.3005834,0.73592883,0.8946525,1.3537035,1.4352883,-0.4147258,-1.4537562,2.1736805,1.119983,1.1968971,1.1095413,2.5360742,3.1641667,2.0185795,-1.3109552,-1.6773105,-0.32518235,-2.5532298,-1.1224287,-1.4483153,0.7618136,-1.5950897,-0.7405286,0.11868921,-0.25971624,0.8915099,0.1641226,-0.41242304,0.34187472,0.35839635,2.0846837,-0.615189,-0.5805364,1.2417378,3.2340322,-2.0619617,0.48460674,-0.05981648,-1.4322717,-1.3025876,1.1352967,1.602179,-0.63403434,0.44939047,0.29297388,1.3456362,0.964987,0.8137485,1.410211,-0.5548307,0.21181594,0.8419013,-1.6196649,0.549771,-0.19772127,-0.17987281,-2.7730792,1.0514246,-1.6455859,3.3841944,-1.1993763,-2.6130927,-1.5903679,-2.3165762,1.8740232,1.115008,0.099653125,0.9341223,0.5242436
186,상태 코드   아닌 값 ,상태 코드 값,0.3573618,-4.153015,1.3947308,-1.7770945,0.77774525,-2.5237317,-1.2130675,2.866336,-2.2882464,0.5785273,-0.35173625,1.5878901,-1.5166352,2.584817,-0.0027638825,-1.504042,-1.9798249,0.63307995,0.8160746,-2.2866652,0.4420828,-0.574303,-0.3695347,-1.6525753,-1.8758674,-1.1046246,0.16474247,-1.375458,2.802578,-0.47777784,5.550354,1.289639,0.54663664,2.4395566,1.9399966,1.1139538,-1.7638533,-2.250331,3.0759714,1.3651941,2.6764054,0.4526891,1.485832,2.1067019,2.037194,-1.7124294,-1.8226151,-0.49006352,-1.2724521,-0.59954363,-0.35221487,0.107733965,-1.015544,-1.7821208,-1.9766948,-0.82593596,2.1916409,1.838249,-0.64923584,1.0209723,-0.8987894,1.5886455,-2.9372234,-2.7073207,0.26258597,3.0991416,-2.0670922,-1.2148943,-0.11645949,-3.4556088,-0.8253883,1.4728537,2.5007162,-0.61608523,1.0109948,-0.8113717,-0.3253543,1.7204939,0.2041834,1.5037928,-0.5728551,0.23194306,1.1359346,-2.109993,0.13220745,-1.0101149,-0.5546576,-2.6819482,2.2416918,-1.538625,3.0965657,-2.320814,-4.044462,-1.0788015,-2.1752708,2.7075062,2.2577014,0.85281014,0.18070512,1.4232545
187, 오류 코드 ,오류 코드,0.4220815,-2.0248601,2.179746,-2.5480194,0.33772594,-2.5202875,-0.358909,3.810816,-2.3660054,1.3194888,-1.4292313,0.7971699,0.035934806,-0.5474393,2.0421371,-0.5872816,-0.9305595,-0.70111644,1.9425082,-2.9475012,2.3463964,1.1771489,0.042167306,-2.1268654,-2.071546,-0.29621202,1.4338576,0.229919,1.5143853,-1.1802981,2.5462203,-0.97724265,0.6721824,1.7935207,1.4764642,0.21935803,0.9469483,-0.78752095,2.0713506,2.5674472,2.9361906,0.0008779764,0.50000226,-0.61335135,2.9635587,0.4679808,-1.8319039,-0.40709728,-1.5889441,-2.3738508,0.23034284,0.80029964,-1.4151162,-0.9193685,-1.7712855,0.027861664,-1.0039507,2.7142606,0.3810889,1.5971518,-0.29076755,2.2836337,-2.2260787,-1.732238,0.78632796,2.8877025,-0.14186239,0.7350195,-0.9798557,-3.615337,-0.5567256,2.17723,2.1387227,-0.07576401,1.8982743,1.0193483,-0.47356132,0.22043356,1.6387868,0.7047779,2.392346,0.07975334,-1.1686347,-2.8272405,-0.49903673,-2.3082561,-1.7348382,-2.389485,0.9667525,-0.7941048,1.9453977,-2.2820647,-2.8770888,-3.6711245,-1.2605629,2.7158267,1.2048731,0.59252375,-2.1779191,1.6819144
188,시스템 프로그램 (System Programs)  ,시스템 프로그램,0.5977971,-4.1196337,4.0713863,-0.77879834,-0.8308324,0.94762397,2.868076,3.423932,-5.1394415,0.8257642,-0.121070206,-0.6869854,-3.4226987,2.926785,1.2916572,0.7343468,-4.7906976,0.30262828,2.8574858,-1.3060814,2.4078693,-2.2724314,-0.2986799,-0.040706765,-2.76487,-2.8713937,-0.8960412,1.1432366,1.6017363,-0.47726023,2.3792298,-2.243005,-1.0909117,3.4184833,-0.48476183,2.2127345,-1.7469332,-1.3230073,-2.0149271,3.7567558,0.7892027,1.8704231,-0.5620941,2.9995785,0.47294712,-1.1590158,-0.47859803,0.5671468,-1.209927,0.30955094,-1.2993035,0.73964685,-0.34045994,-0.6986073,-2.4201806,-0.25379276,-0.7088853,1.478443,0.78219825,1.6704185,-2.1529057,1.1009908,-3.772688,-1.0661789,3.6175427,2.6103327,0.88951063,1.6759,1.0804185,-2.5485773,-1.4043275,1.554405,-0.029888198,2.1363137,-1.7621554,-2.3864374,-0.6706055,0.62798584,-1.7714669,-0.012550533,1.6986811,3.3227077,0.23513925,-3.4630566,-1.0276592,-1.3417192,-1.9239118,-1.2233579,1.9544818,-1.8868873,1.8206334,-0.1964097,-0.28252217,-2.117036,1.1653444,1.0742178,3.2737315,1.0624821,0.58440995,-1.6407065
189, 시스템 프로그램(시스템 유틸리티라고도 함)은 프로그램 개발과 실행에편리한 환경을 제공한다  ,시스템 프로그램 시스템 유틸리티 고도 함 은 프로그램 개발 실행 환경 제공,0.009571508,-1.5696044,2.8208077,0.087755606,-1.3005197,0.23332044,0.9812983,1.7886981,-3.791422,0.8620603,-0.18521824,0.21567407,-1.7074131,1.6252314,1.3476723,-0.57626814,-2.820409,-0.18531069,2.1676934,-1.7049124,1.2482066,-1.9351745,-1.4086621,-0.22907102,-1.8712975,-1.8235508,-0.44417116,0.2626769,1.320112,0.06653622,4.401474,-0.2811943,-1.3337331,1.6723775,0.69913584,2.014032,0.36860725,-0.74103945,-0.4259285,1.7863673,1.4046812,1.1474727,0.34253046,2.5321739,0.7960627,-0.109666996,-0.5791449,1.0581051,-1.2240007,0.9446318,-0.46524048,-0.4708989,-0.7870658,0.0367956,-1.4865147,-0.101565175,0.020865068,0.16738847,0.61959153,1.0990151,-1.7361667,0.38445765,-2.3842256,-1.3592305,1.5506974,2.5217135,0.0013309643,0.02008926,0.7230168,-1.4137264,-0.9579633,1.8262401,0.6033845,1.4545541,-1.4573809,-1.2077504,0.05771754,0.65697557,-0.1951959,1.4256448,1.9258584,1.7429544,0.6379002,-2.3018327,-0.48377082,-2.0958805,-1.4279047,-1.7515417,2.308934,-0.12945744,0.84758854,0.36892754,-0.06791735,-1.0244153,0.65230936,-0.5507526,1.9379101,0.7439994,-0.65948814,-1.4661494
190,"일부는 시스템 콜에 대한 사용자 인터페이스, 다른 것들은 이보다 훨씬 더복잡하다  ",일부 시스템 콜 대한 사용자 인터페이스 다른 것 이보 더,0.0479746,-1.7344459,0.85334873,-0.037571058,-0.7161353,-0.02731523,-0.42844647,2.3762312,-1.6376262,1.4245071,-0.66046494,-0.4358006,-0.8091881,0.9498685,0.45633116,-1.1096298,-0.7661685,-1.6626153,2.0695443,-1.9201846,0.3453421,-1.5172448,-0.06836335,-0.14732662,-0.95590365,-1.1563526,0.114655286,-0.21526705,1.7101804,-0.5621658,3.8593783,-0.98592925,-1.1328795,0.9449793,-0.02545631,1.3318939,-0.7087072,-0.9701115,0.54031146,0.6811959,1.8060272,0.15902606,-0.21148448,1.7412124,0.7072607,0.12436599,-1.3809837,-0.058841184,-0.69578284,0.65281224,-0.9635608,0.96273595,-0.6585697,-0.110907376,-1.5640254,-0.33804646,0.78069764,-0.31119072,-0.114439085,0.7982801,-0.7265223,0.61199987,-3.1993444,-0.033434033,0.08503894,1.6996669,0.7967646,0.4993218,-0.04518415,-1.9888637,-0.61449695,1.99367,2.0600836,0.63590294,1.2198416,0.31124493,0.075092494,1.0564392,0.34191352,1.5049704,1.009057,1.8694314,-0.5981607,-1.6221842,-1.5564173,-2.1622727,-1.0919139,-1.2671163,1.283625,1.3677682,0.3848219,0.3083819,-0.19175197,-1.1361356,0.6922022,0.960366,0.36807045,0.8525609,-1.9937494,-0.27746987
191, 운영체제에 대한 대부분 사용자의 인식은 시스템 콜 보다는 시스템프로그램에 의해 결정된다   ,운영체제 대한 대부분 사용자 인식 시스템 콜 시스템 프로그램 결정,0.14404102,-2.05815,2.2370877,0.50641745,-1.3920065,0.1146476,0.8457595,2.2349353,-2.5475428,0.7306822,-0.08557367,0.14481106,-1.9302492,1.7478532,0.3282256,-0.62824446,-2.2352273,-1.4120982,2.1632922,-2.2839878,0.57436967,-1.5328963,0.09577398,-0.3617403,-1.5183609,-1.0711794,-0.21720593,0.47264367,1.0617732,-0.17607185,3.2042782,-0.700146,-1.331102,0.76744246,0.82307017,2.3371046,-0.79078084,-0.567062,0.25586942,1.3522358,1.6281557,0.062059395,0.0040903986,2.209591,0.447244,-0.63855946,-0.22972971,0.6095036,-0.78163016,0.5875022,-0.82690215,0.10998151,-0.40079373,-0.39886996,-1.4292529,0.43535006,-0.2184386,0.16965683,-0.27606097,0.9003649,-0.7576122,0.5720446,-2.6802416,-0.3835249,1.6376616,1.9125682,0.9053894,0.74461746,-0.36687976,-1.385489,-0.7706158,1.9935148,1.5450147,0.98831505,-0.2798033,-0.19118501,0.15025768,0.45253414,-0.2849516,0.43203044,0.8759828,1.8172281,0.071213454,-1.2694677,-1.0077995,-1.8689413,-0.39962643,-0.9235061,1.1558965,0.08110609,0.7847183,1.0510802,-0.38750824,-1.0074404,-0.0028870702,1.5260521,0.6786094,0.38127849,-1.286295,-1.3027134
192,시스템 프로그램 (System Programs)  ,시스템 프로그램,0.5977971,-4.1196337,4.0713863,-0.77879834,-0.8308324,0.94762397,2.868076,3.423932,-5.1394415,0.8257642,-0.121070206,-0.6869854,-3.4226987,2.926785,1.2916572,0.7343468,-4.7906976,0.30262828,2.8574858,-1.3060814,2.4078693,-2.2724314,-0.2986799,-0.040706765,-2.76487,-2.8713937,-0.8960412,1.1432366,1.6017363,-0.47726023,2.3792298,-2.243005,-1.0909117,3.4184833,-0.48476183,2.2127345,-1.7469332,-1.3230073,-2.0149271,3.7567558,0.7892027,1.8704231,-0.5620941,2.9995785,0.47294712,-1.1590158,-0.47859803,0.5671468,-1.209927,0.30955094,-1.2993035,0.73964685,-0.34045994,-0.6986073,-2.4201806,-0.25379276,-0.7088853,1.478443,0.78219825,1.6704185,-2.1529057,1.1009908,-3.772688,-1.0661789,3.6175427,2.6103327,0.88951063,1.6759,1.0804185,-2.5485773,-1.4043275,1.554405,-0.029888198,2.1363137,-1.7621554,-2.3864374,-0.6706055,0.62798584,-1.7714669,-0.012550533,1.6986811,3.3227077,0.23513925,-3.4630566,-1.0276592,-1.3417192,-1.9239118,-1.2233579,1.9544818,-1.8868873,1.8206334,-0.1964097,-0.28252217,-2.117036,1.1653444,1.0742178,3.2737315,1.0624821,0.58440995,-1.6407065
193, 종류는 아래와 같다,종류 아래,-0.66036046,-4.871837,1.8047583,1.9395773,0.5526899,0.7350792,0.3464195,0.3580265,-1.3547177,0.91754204,-0.2688151,1.1621559,2.1552887,2.634598,0.31006575,-1.5937138,0.47106406,0.35785794,-0.1682425,-0.15414727,-1.875211,-3.4375463,-0.66877985,-0.41990888,0.5322424,0.46101707,4.194787,-2.0627756,1.282416,-2.1916277,3.6410966,0.93683875,-0.51864624,4.4964023,2.6942568,1.6969037,-2.1274848,0.19955471,1.9308299,-1.3783138,3.6168175,1.8122166,1.1607741,-0.8160337,1.4707723,1.5849984,-0.5835717,0.9778459,-0.72236085,1.5175201,-3.255136,0.7875297,-0.87841296,0.8219604,0.18934119,-1.854575,0.16560325,-0.1817013,0.46128637,2.4009676,-1.3421782,1.0886322,-1.8138467,-1.3222766,1.6508775,2.4109032,-0.25021413,0.8591875,0.962287,-0.45551112,-0.91916245,1.807513,3.0733223,-1.4321258,1.4988909,2.577943,0.35136726,2.641201,-1.4026432,1.7816061,0.5280493,1.9235029,0.62608606,-0.027696013,-0.507226,-2.3303394,1.7958274,-2.6574118,1.9154184,-0.08159351,1.8086807,-1.0425079,-1.5011978,-1.4368727,-1.2686484,1.6154455,2.2612815,-0.5488231,-1.5504718,0.22027957
194,파일 관리,파일 관리,0.37991875,-0.0037224293,5.5856724,-0.6166203,-0.74244183,-0.34875524,0.81425273,2.4817119,-3.730554,1.4408948,-0.95106167,-0.64439636,-0.9759437,2.4506872,1.55599,-1.2066028,-3.0227916,-2.3227339,1.5880854,-3.1981745,0.06339815,-1.9594697,1.2563373,0.09547353,-1.7685299,0.048193425,-1.4412642,2.0558615,3.1394014,-1.0613309,3.8079693,0.0052398443,-1.5186473,2.423026,3.4961612,1.7599485,1.4082974,0.29300883,-0.40269822,4.6364765,1.1072718,0.41013575,-1.1303394,1.6659944,0.5001647,1.100467,-0.7255542,-1.2125448,-2.7448337,0.64283353,0.14353281,0.81290567,-0.8806146,-0.5024625,-1.1149299,0.8028172,-1.4042842,1.3887743,-0.6943449,2.290091,-2.1416397,0.459819,-3.804317,-1.304212,-1.2570528,3.4369774,-0.9210231,-0.12875663,1.5941076,-2.6476562,0.03510332,2.1792593,0.5800661,-0.055110246,0.8116721,0.33027628,-0.40764534,2.164768,2.9554734,-0.49816364,2.1710293,1.2254026,0.2806009,-0.62450254,-1.7315782,-1.828476,0.13925323,-0.21858212,4.075076,-1.9366417,0.38636476,-0.5691742,-2.048241,-3.8969126,-2.488264,0.58487386,1.6220572,1.151969,-0.63143635,-2.145941
195,상태 정보,상태 정보,0.09365693,-3.605092,-1.4390357,-0.68619823,0.69733244,-0.96527624,-0.1764155,4.1055717,-3.7677789,0.8161464,-1.3648974,-0.42424315,0.8760077,3.0582867,-0.14377773,-1.1958901,-4.7631426,-0.61616045,2.0433717,-5.533018,-0.0038458705,-2.0896144,-1.4087273,-0.6783267,-1.6574023,-0.5444937,1.3095586,0.2737394,2.160273,0.92380536,5.846939,2.6099005,-1.0567312,1.3408964,1.1402619,0.33241427,-0.8116077,-2.785352,2.0605524,1.8764598,0.35167924,0.4487024,2.6647894,3.6601913,0.81804264,-2.5693727,1.0339929,-0.34626758,-2.3215585,-0.745953,1.0172336,1.1982999,-2.2604449,-0.91563904,1.1091868,0.4233436,0.47601354,-1.2708852,-0.58539903,0.9628146,-2.0076127,1.6543348,-3.1040077,-2.2576256,0.8613354,2.5633562,0.2754225,-1.7652392,0.6166099,-1.5707662,-2.524563,3.2474513,3.7114706,-0.072874725,-0.076364905,-0.6882512,0.20810178,-0.2594245,2.4050813,1.2004905,2.3096786,2.6245613,1.1247693,0.799838,0.63153523,-2.116077,0.045032065,-4.37289,3.0975733,-0.4080157,1.2010937,-1.065235,-2.4333801,-0.423536,-2.759252,0.46811688,1.3575585,2.796564,1.137871,0.9136109
196,프로그래밍 언어 지원,프로그래밍 언어 지원,-0.1914659,-0.66765684,4.0872164,-1.6333616,-1.2352198,-1.4338769,1.4649711,0.8419127,-4.6247473,0.06910449,-2.234995,1.3372034,-2.4141383,0.13588688,2.1687489,-1.9395149,-3.7100694,-1.3736904,2.1146326,-3.5523553,-1.8006066,-1.3031955,-0.39466622,-0.58582014,-1.4844369,-2.8951612,-1.6917411,-1.2228135,0.7126094,-0.04908721,3.663056,-0.4110579,-2.4215631,1.2832301,0.36070442,1.7566807,1.9513377,-0.27926004,-0.83959794,3.7455902,1.7997395,1.9727001,0.42627463,0.34447557,2.2919548,0.5598662,-0.86333376,0.5454789,-0.9964216,0.5514099,0.3788849,-1.9123949,-2.962947,-0.017733663,-2.215395,-0.93473107,-1.1882646,1.0009642,-0.5423435,1.158995,-0.08110312,0.11202873,-0.2698409,-0.5695901,0.6192602,0.9853351,-0.3118325,2.2327123,0.61136854,-1.5892228,-0.105552584,1.2736496,0.80666375,1.1720393,1.4584452,0.667928,-1.616465,0.8686828,0.3293693,1.8915175,2.121563,1.6095911,-0.6585525,-0.40172678,-3.0425012,-4.341834,-0.6046902,-2.7979662,2.4585142,-1.980629,-0.30157083,-0.34285444,-1.1138257,-2.5039387,0.49476027,0.42211813,3.1967432,0.82193214,-1.8059239,-0.75925314
197," (C, C++, Java 등)",등,1.3709304,0.0837421,1.2640042,2.312384,-0.9313504,0.36119395,-2.0676067,2.5442224,-0.6972041,1.0728687,-0.1957885,-1.1644517,0.079724796,1.8148947,-0.9082506,-0.14846718,-1.2997528,-2.9519002,1.0450988,1.1818957,-1.4388196,-5.893236,-3.6832926,2.9142992,1.0454708,-1.5038489,2.1051807,-0.9990013,0.11990579,-2.1394546,2.4477556,-3.49825,-0.67096686,4.719874,1.4902792,1.4052329,0.49777123,2.588884,-1.9433739,-0.8594444,2.1986618,-4.211804,-1.7516706,2.731562,-0.6082913,3.3583064,-1.1705958,0.6724125,0.12105406,1.7516946,-1.8103766,-1.9965965,-1.4036543,-2.58235,0.89228207,-0.38083476,-1.1591351,0.16652921,1.6309341,3.8149185,-4.257242,0.604533,-1.3802725,-2.7483091,0.5350658,1.0078733,-0.30022213,-0.70441854,-0.5032033,3.1991744,1.9636405,4.2894564,-0.37437814,4.895356,-1.8498614,0.5403211,1.6789607,0.35853553,-1.4367894,-1.0810566,0.62974876,3.0864177,0.4286023,1.0160702,-2.4709153,-3.4725354,1.2296913,2.102996,0.95448667,1.3166212,-1.5117608,2.9259439,2.2850444,1.1012994,0.9149916,-1.2046491,0.9705288,-0.025686406,-1.9719143,0.1794252
198,프로그램 적재와 실행,프로그램 적재 실행,0.84877264,-1.6946375,3.4919195,-0.5354191,-2.178863,-0.59360266,1.6813363,1.8657936,-3.5000806,0.05360675,0.36516175,-0.78861177,-1.5539412,2.4297745,0.5577568,-1.1325077,-3.6895752,-0.045550913,1.8526144,-0.8022792,1.6916983,-1.6746676,-0.42504498,-0.31511056,-1.4456358,-2.426474,-1.5939641,0.37289846,0.66782856,-0.7762245,2.709798,-0.06808013,-0.31815398,0.45398092,1.953686,0.3747648,1.339128,-0.4934298,-0.14329514,2.003393,1.3334334,1.7918617,-0.5413156,2.8206394,1.4936697,0.29498792,-0.26091957,1.1293821,-2.0734076,1.4043932,-0.29885033,-0.2795932,-0.6151088,0.033246353,-1.7328122,-0.81511086,-0.21778624,0.8310447,-0.0012164116,2.118634,-0.40151733,0.09387496,-2.2775693,-0.6183025,1.5024334,2.3272007,-0.48975107,-0.30295625,0.38185316,-1.8984038,-1.6626394,1.1829582,-0.3292256,1.5062078,-0.95391446,-1.2084861,0.48801535,0.6308672,-0.6546805,1.1786107,0.45689148,1.3795446,-1.5466174,-3.6458263,-0.3224379,-2.029124,-1.2700227,-0.59100246,2.983127,-1.8492212,2.5744367,-0.5814755,-0.5558593,-1.3287517,-1.3995821,0.19382232,1.210331,-0.24627104,-0.9318182,-1.9408734
