,Document,tokenizedDocument,dm1,dm2,dm3,dm4,dm5,dm6,dm7,dm8,dm9,dm10,dm11,dm12,dm13,dm14,dm15,dm16,dm17,dm18,dm19,dm20,dm21,dm22,dm23,dm24,dm25,dm26,dm27,dm28,dm29,dm30,dm31,dm32,dm33,dm34,dm35,dm36,dm37,dm38,dm39,dm40,dm41,dm42,dm43,dm44,dm45,dm46,dm47,dm48,dm49,dm50,dm51,dm52,dm53,dm54,dm55,dm56,dm57,dm58,dm59,dm60,dm61,dm62,dm63,dm64,dm65,dm66,dm67,dm68,dm69,dm70,dm71,dm72,dm73,dm74,dm75,dm76,dm77,dm78,dm79,dm80,dm81,dm82,dm83,dm84,dm85,dm86,dm87,dm88,dm89,dm90,dm91,dm92,dm93,dm94,dm95,dm96,dm97,dm98,dm99,dm100
70, 사용자 친화적인 상징 인터페이스(metaphor interface),사용자 친 적 상징 인터페이스,0.68386996,-1.3263232,-0.72495407,-0.6114339,-0.36431262,-0.7902676,-0.009949081,2.1477392,-1.4951055,2.908457,-2.155468,-0.6283063,-1.7599413,0.09303066,0.2876551,0.055357203,-1.1209277,-2.1937208,3.7006774,-2.073731,-1.4601195,-0.39232054,-0.42438045,-0.9858153,-1.4451149,-2.6912234,-0.3720917,0.1632464,0.18357116,0.16316709,5.803919,0.73396814,-2.5176935,0.05665773,0.51822805,0.8604866,-0.330803,0.5772636,1.5064006,2.057155,2.2493913,1.0299442,-0.25293416,0.5158564,-0.21347925,1.6785165,0.1460678,-0.47416312,-0.8742331,0.11193895,0.20866257,0.014980167,-1.1375918,-0.31323004,-1.4921902,-0.83410287,0.38287893,-0.6986477,-0.88191795,1.1982648,-1.0754951,0.6453879,-2.4398503,-0.3502237,-0.6037079,2.1075091,0.8088623,1.518118,1.120303,-1.3513577,0.49186447,2.6167026,2.7789657,0.4726994,1.9064043,-0.35277146,-0.25024128,0.5654687,-0.25596005,0.110432,0.28155905,-0.07556984,1.1498306,-1.8162065,-2.1371717,-3.6947262,-0.31674883,0.69320136,1.1338596,-0.4105148,-0.52073383,1.8967446,-0.82545066,-0.47618315,0.8889798,1.2589695,0.7272153,1.7915406,-1.7325425,-0.7996025
71,"마우스, 키보드와 모니터 사용",마우스 키 보드 모니터 사용,-0.661338,-1.9190054,2.6654117,-2.1005058,-1.5341597,0.2546257,0.35274637,0.21117008,-2.4528823,2.2849703,-0.8369087,-2.0606666,-0.94573665,2.454784,-0.62589216,-2.2503252,0.031544685,0.1131721,1.068021,-0.45737308,1.5481145,-0.39671236,0.009100154,-0.39320222,-1.050515,-0.8937694,2.5835245,-1.5528921,1.1016437,-0.39408645,0.8875042,0.42683536,-0.96872646,-0.22501272,1.2333909,2.4016118,1.4159122,0.33865666,0.97366184,1.3436432,0.9668419,2.8574069,-0.2574858,-1.289536,2.0761,0.3062393,-1.5989932,0.25729036,-1.9170159,0.34595254,-1.108062,-0.42244405,0.469289,0.6894053,-1.6568077,-0.5453806,0.17465913,1.5849428,1.1465907,0.8879467,0.51299155,0.088368,-1.4734132,0.28577,-0.07558022,1.6189387,-1.1229991,0.6723156,1.046317,-1.2602489,-0.373168,1.0428725,0.6190307,2.5918431,0.3521374,1.0152324,-0.10130888,1.5913177,0.47883832,2.160501,0.32151452,-0.82954764,0.24868304,-1.9748123,0.22068664,-1.5067468,-1.4890482,-1.1199911,2.2633095,-0.067269415,-0.87265915,0.88206196,-0.9672617,-2.2842748,-0.013701394,0.673873,1.5560622,0.36313167,-0.07759535,0.7604452
72,"아이콘이 파일, 프로그램, 액션 등을 표시",아이콘 파일 프로그램 액션 등 표시,0.47558036,-2.266994,1.9710691,-1.5256441,-1.2513318,0.5039824,1.4382353,2.4614532,-2.351574,1.6331248,-0.53375286,0.20471011,-1.2134857,2.456009,-0.089408666,-1.3391135,-2.2936974,-1.102968,2.7224793,-0.30159432,0.9112716,-2.2302952,1.2996292,-0.6288896,-1.9815449,-1.600375,0.052741874,-0.073951095,0.89352167,-0.8988148,2.0786474,-1.0243325,-0.122939445,1.8407661,1.1301446,1.1316404,0.15340637,0.6248273,-0.46898353,1.8985801,1.6784285,0.3880388,-0.73207426,0.053165287,1.1661571,1.0364491,0.14795408,-0.2574484,-1.5947987,1.5240724,-1.350098,-0.6335571,0.11465243,-0.18781295,-1.7553729,-0.10805425,-0.27330592,1.2780285,0.4871965,1.4823974,-1.3668193,0.4839234,-1.7705936,-1.7130444,0.22494647,2.1938798,0.13032566,0.8681736,0.7179649,-1.7581993,0.500077,1.944457,-0.06780112,2.1506524,-0.004266165,-1.0231179,0.7141198,0.9221437,-0.8265306,-0.73010755,-0.22125497,1.3633671,-0.105689295,-1.4837847,-1.1530733,-1.6318908,-0.15935726,-0.50666976,2.2217238,-0.877827,0.9771122,0.94723785,-0.65759337,-1.2005191,-1.0628504,1.5725684,1.61339,0.19259432,-1.4510875,-0.18575989
73,"인터페이스 내의 대상에 대한 다양한 마우스 버튼으로 다수의 행위가발생한다(정보 제공, 선택사항, 실행, 폴더 열기 등)",인터페이스 내의 대상 대한 마우스 버튼 다수 행위 발생 정보 제공 선택 사항 실행 폴더 열기 등,0.27923667,-1.7620119,1.7941681,-0.0891328,-1.2015822,-0.6560308,0.10441653,2.206872,-2.2732432,1.3897527,-0.3562327,-0.08251029,-0.88126194,1.5060967,0.59600586,-0.6954292,-1.6499887,-1.5617069,1.9637128,-2.0640953,0.059725642,-1.2469475,-0.94447625,-0.45650664,-1.1538522,-0.95184654,0.4850398,0.016666852,1.0252283,-0.30136824,3.2090392,0.114286706,-1.2815506,0.4653749,1.3984178,0.34593323,0.6442082,-0.29910436,0.69827,1.1410086,1.8312243,0.05829531,-0.19707896,1.6356835,1.0863987,0.50971293,-0.9680067,0.61621773,-1.0593786,0.27823383,-0.32852888,-0.5211696,-0.7549335,0.16448942,-0.5557811,-0.79091436,-0.54950666,0.1903051,0.42087376,1.3382283,-1.5739151,0.6182742,-2.1564095,-0.46790707,-0.3664946,1.769115,0.92607504,0.12282628,-0.31241244,-0.74588966,-0.23936027,2.685442,1.0120447,1.2011473,-0.16844757,-0.08293289,0.6677498,0.6845316,0.56132174,0.7114559,0.9942388,1.363846,-0.09628613,-0.7198167,-0.6222493,-2.647462,-0.3488627,-1.2932078,1.9442365,0.19255073,1.104872,0.59999824,-0.5991203,-0.30492717,-0.4181311,1.6540663,0.3940636,0.3704631,-1.1414763,-0.84215134
74, 년대 초 Xerox PARC 연구에서 시작,년대 초 연구 시작,0.53181124,-0.5219861,2.330714,-0.60253024,-0.7347672,1.3236868,0.20449844,-0.22413586,-1.3620081,-0.8697816,-0.5679476,1.3421028,0.3490193,0.6487763,0.8358648,-1.4649299,-2.4539506,1.2220765,-0.10421842,-1.3966607,-1.1316425,0.38152248,-0.81623113,0.3564423,-1.9493608,-2.0256348,-0.7500181,-0.3562845,0.40217984,0.9813568,2.209915,0.89975286,-1.4831034,-1.0145783,1.5091726,0.074118935,0.63673234,-0.8178839,-1.3542005,-0.21765602,1.384623,-0.23280495,1.1510804,2.0170617,1.7292392,0.447594,1.4632037,1.9731951,-1.3966045,0.32091242,-1.37401,-1.2939724,-1.0277866,1.5755444,0.066367835,0.3024847,0.60978794,-0.13725084,-1.3838408,0.39941365,1.4095366,0.124834955,0.954183,0.28535378,3.0772116,0.58402145,-0.87903804,-0.4118298,-0.7377356,1.4233171,-1.8916804,1.9495487,0.1415909,2.4427218,-1.0278525,-1.6903389,0.21672316,0.89662147,0.13738465,2.2328076,-1.1874717,-1.3178847,-0.10631924,-0.16441138,-0.24195871,-1.2387205,2.856419,-0.6493241,1.5462202,0.26664257,0.8574521,1.3986638,0.47384018,0.50091517,-0.047077954,-1.0561845,-1.7438577,2.3336928,-0.7594494,-0.54525983
75, 많은 시스템은 CLI와 GUI 인터페이스를 모두 가지고 있다 ,시스템 인터페이스 모두 가지,0.82709587,-3.2744052,3.5354085,0.74363923,-0.13430676,-0.17226264,0.020421833,2.0230885,-2.5204477,1.361978,-0.08495707,0.10647848,-0.37080517,2.2308726,0.53053933,0.21248789,-1.2710655,-0.818445,1.6697205,-2.030682,-0.652774,-0.88390076,-0.4004466,1.2588112,-1.5809379,-0.29119188,0.5168041,-1.2536108,2.2018476,-0.70027363,4.9699817,-0.5044905,-3.6322513,1.8531032,1.0668749,2.694481,-0.6340344,-0.14095743,0.8700489,1.9056748,0.6682358,1.2482482,0.48997402,-0.07259643,2.2350023,1.0872793,-0.9532832,-1.1275861,-0.35491106,0.55328774,-1.6395886,2.077742,1.14403,0.4457221,-2.4672363,-2.2116768,-0.22457924,-0.22168437,0.0391196,2.2678885,-0.85679185,1.9261541,-2.8880048,-0.9785904,0.99214655,1.2777367,-0.5279995,0.79570794,1.3549066,-0.7253238,0.42127684,3.7093275,2.746861,0.20419145,1.111213,1.1998208,-0.39363188,1.078335,-1.2975004,1.9691374,2.4433475,1.858563,-0.5627451,-2.849118,-1.5775186,-2.568438,-0.84230065,-1.8244972,2.5799613,-0.16526283,1.3303127,0.2769035,-2.6818078,-0.57827085,0.17044604,0.11229503,2.753292,0.1494987,-0.69095325,-0.719629
76,Microsoft 윈도우는 CLI 명령어 셸을 가지고 있는 GUI이다 ,윈도우 명령어 셸 가지,0.42057836,-2.5671475,3.9650745,-0.6261507,0.75360596,-0.908564,-0.5859415,1.2553711,-2.2563689,0.6774491,-1.4084812,0.5836145,-0.2661824,1.7231066,2.529275,-1.5784099,-0.9631278,0.88968295,0.861825,-1.5818598,-0.62357813,0.54349923,1.1885154,-0.6366207,-1.0573003,-0.9197361,-0.8508011,-0.95005167,1.7552238,0.1915726,3.6999216,-0.32141042,-2.0725782,2.2776287,2.491517,2.2308164,0.06312382,-0.37563217,0.23859006,3.0933437,0.35946122,2.3288584,-0.34236163,-1.3324727,2.720912,1.960992,-0.67091787,-1.819495,1.1325325,1.6091485,-2.200621,1.0659882,1.5956937,0.3134908,-1.9579091,-1.6118968,-1.397626,1.1066996,-0.84532756,2.1138968,-0.016311474,1.7919002,-2.1121016,-0.6883162,0.102763176,1.1046977,-1.4154468,0.7286194,2.5396013,-1.7335469,-0.1940113,1.0408652,1.5874642,-0.41769272,1.8806496,1.382345,-0.98889023,1.1376569,-1.4082062,1.0042545,1.1056478,0.4314046,-2.9977536,-2.8514266,-0.6513577,-2.9862962,-1.5164981,-0.7258286,2.1330583,-0.53743684,2.6413498,-1.2407763,-3.2092228,-1.9060793,-0.824594,0.47018784,3.032542,-0.631082,-0.4976508,-1.0138843
77,Apple Mac OS X는 UNIX 커널과 셸을 가지고 있는 Aqua GUI이다 ,커널 셸 가지,0.18436828,-2.2315536,3.2820523,0.08484346,0.6602142,-1.0307655,-0.6466403,0.65998125,-2.0151277,0.46872085,-0.48696187,-0.33213505,-0.82987005,1.6055474,1.8354547,-0.8307701,-0.112883985,-0.43547145,0.8755574,-0.9029112,-1.2177294,0.0478729,1.2452214,-0.19181842,-0.34665984,-0.014628053,0.06342441,-1.6220851,0.8257197,-0.6961965,3.9199393,-0.4706668,-2.7030118,2.0748012,1.6698612,3.0101523,-0.67148143,-0.12752587,0.9781664,2.2701888,0.21451834,1.4029468,-0.2824101,-0.42846274,2.7376726,2.0142105,-0.5416538,-1.5750914,0.92813885,2.8422186,-2.633715,1.3598433,1.5483887,0.08869243,-2.3096616,-1.2221848,-0.9524464,0.5380513,-0.76136446,1.6315428,0.4815669,0.8055699,-2.8990517,-0.60229224,-0.14370793,0.93481857,-0.7173274,1.2802658,1.5061383,-0.84758717,0.12904704,0.629649,2.4944975,0.18558738,1.1983701,1.4693136,-1.1745088,1.0030622,-2.0640116,2.26164,1.1570938,0.26615018,-1.993478,-2.691131,-0.18595903,-3.2452931,-1.1911715,-0.507615,1.9215904,-0.52402914,1.8073713,-1.1509066,-1.8337977,-1.6618136,-0.764411,-0.8861948,2.5244524,-1.4300405,-0.35070807,-1.4825475
78,"Unix와 Linux는 선택적인 GUI(CDE, KDE, GNOME)를 가진 CLI이다   ",선택 를,-0.98730767,-0.16149712,3.0162997,1.0076627,-3.3550463,0.9881431,-1.083662,1.9830298,-0.42228818,1.3236899,1.0819108,1.7222698,-3.6506288,4.8658347,-4.409507,-1.9547365,-0.946871,-2.3964968,4.8896914,-1.3472916,-2.1546273,-2.355125,-5.869655,-0.56816196,-3.11451,-2.5110486,-0.7038946,-0.500684,1.7961335,-2.4771416,0.7575916,1.3853735,-1.1462568,0.34193045,1.6360703,0.92239815,-2.0826979,1.4255427,1.0382195,1.5078565,3.2729182,-1.9481122,-0.8333332,4.5320024,4.012603,1.6733116,-4.0161653,0.42916906,-1.4829944,-0.76556146,-0.8036219,-0.8309872,-0.17073739,1.3803512,-0.4838568,-2.292855,3.4513204,-2.8435543,2.979755,-0.64206195,0.7838208,0.25101012,-2.2660716,-0.5246928,-1.3687096,1.7156336,0.49336097,-0.6743708,0.010676444,-2.6299708,-1.5185517,4.6574335,2.4507394,0.64326227,-0.61810374,0.5417719,1.252713,0.716956,-0.15761364,3.3269248,-0.10476467,1.5711266,0.07583058,-1.3482251,-2.3624158,-4.1410666,2.0230267,1.3531365,1.4773439,-2.380112,1.8165214,2.5798721,0.38907963,0.468568,-0.38648242,-0.4465509,-0.507084,0.5634808,-3.3727465,-3.3345017
79,터치스크린 인터페이스iPad touch screen,터치스크린 인터페이스,0.90081835,-2.2861278,2.1407242,-2.0341103,0.17058504,0.19583423,0.3738746,1.2088197,-2.97887,1.5312796,-0.8528248,-0.042966828,-0.94751745,0.967798,0.7432512,-0.5664431,-1.9099063,-0.06512904,2.6006262,-1.0478864,1.051338,0.8559068,0.33737406,-0.7132443,-1.5921521,-1.2799828,0.59291863,-0.707449,2.5544815,-0.79901624,2.5770154,-0.40419093,-1.5343859,1.751336,0.5177713,0.7511333,0.52677506,0.4900933,-0.5053014,2.5098221,0.8097223,2.2589097,-0.30253384,-0.9292908,1.0841454,-0.07757887,-1.7304933,-1.633215,0.22531313,-0.28362843,-1.1885976,0.6435119,1.6681865,0.035978198,-2.7890403,-0.42780942,-0.24207282,1.1662761,-0.27887002,0.15183137,-0.9516467,1.5695666,-0.6488937,-0.24850345,-0.6925957,1.4090972,-1.6872741,0.64777637,0.3339336,-1.6602387,0.5987084,1.0541177,0.9158069,-0.28521612,1.502409,0.98301315,-1.0663887,-0.30487952,1.3806057,-0.6433481,2.5664818,0.7831401,-0.08163929,-3.0701811,-1.3960602,-2.2032847,-2.4845452,-1.6422529,1.8046058,-0.8072552,-0.6581961,0.8265664,-2.1332345,-1.6117716,1.0471274,0.8337896,1.7870497,1.417069,-0.66281044,0.4366749
80, 터치스크린 디바이스는 새로운인터페이스가 필요,터치스크린 디바이스 인터페이스 필요,-0.5989477,-3.4618778,2.6604338,-0.85008174,-0.76842046,-0.7079921,0.23594843,1.4641318,-2.3441298,1.7413232,-1.4101151,-0.38225478,-0.04377824,1.5851951,0.51657575,-1.2888165,-1.3017454,0.20103021,2.5923543,-1.1871009,-0.14141846,-0.17501703,-0.88379735,-0.26441646,-1.4345831,-0.023429751,-0.2268951,-0.0047060847,1.8339586,-0.70261884,2.8675284,-0.25113046,-1.0317591,0.6655929,1.3061126,0.60002375,-0.79613924,-0.99562067,0.23875707,3.3358202,0.9183271,1.139849,1.3845361,0.72367275,1.7234132,0.5221769,-1.9132113,0.4262818,-0.6216879,-0.56216955,-0.08314443,-0.16615376,0.3256055,-0.2379584,-2.2457066,-0.30652136,0.1506926,1.3380061,0.12788177,0.94514656,-0.88496464,1.3788846,-1.6608787,-0.82621604,-0.24427,2.2853358,-0.90016556,0.9463976,0.5359337,-1.2789696,0.35064062,1.6095077,1.3083929,-0.22235674,0.25989193,0.92239046,-0.93348294,-0.037053913,1.3287482,0.26683536,2.3362317,1.4289734,-0.101100996,-2.5481896,-0.23543578,-1.4512423,-1.6240097,-1.2296481,2.6850355,0.37198237,-0.5054666,0.9167911,-1.512784,-1.9386913,1.2696418,1.0574082,1.8703046,0.5166212,-0.9063445,-1.2285237
81,마우스 사용이 불가능하고바람직하지 않음,마우스 사용,-1.4358763,-1.5034219,4.109674,-2.9905796,-2.470956,-0.5876995,0.84542817,-0.67986876,-3.268619,1.7997187,-0.12871313,-1.8610737,-1.9838372,3.0160003,-1.2143154,-3.6568696,-0.54572165,-0.2254332,1.430764,-0.832387,1.3713498,0.5992913,0.06989664,-0.7263231,-2.3271255,-1.8872392,2.1616905,-1.8891072,-0.41906375,-0.014793932,1.2495468,1.3404051,-1.3206918,-0.45725727,2.6217682,3.9015934,2.405416,-0.82823867,1.0942984,1.1602492,1.5029551,3.333961,0.17110081,-1.3869872,2.3971257,1.2177914,-2.2932923,1.3946891,-3.2348843,1.7588006,-0.2236448,-0.9932461,1.1139073,1.0691471,-1.4937019,-1.3952252,1.7873003,2.5028825,1.038677,2.612428,-0.281438,-1.2908428,-0.9798456,-0.7299332,-0.42818683,2.0881112,-1.1638806,0.7146817,0.70309204,-0.08904541,-0.08677411,1.6352108,1.5509276,4.2298193,1.2345616,0.93579215,0.48709196,2.680324,1.1999583,4.0591593,0.5733886,-1.4569836,0.2304106,-2.6110604,0.7021242,-3.2570872,-0.86251473,-1.1380715,4.87011,-1.1200444,0.7049335,2.8985724,-0.95963234,-2.8112516,-0.23832569,0.976337,0.7106892,-0.9245425,-1.3779316,-0.69996554
82,액션과 선택은 손동작에 근거,액션 선택 손동작 근거,-0.10018955,-1.9300804,0.113876015,-0.71847993,-1.1306556,-1.0193272,1.0277059,0.5841265,-1.3777907,1.762588,0.26858473,1.2358762,0.33394086,1.1257926,0.10224837,-2.5248425,-0.5969707,-2.1609526,2.4565382,-0.7779642,-1.3127799,-1.1857182,-0.26799354,-1.1914521,-1.3264357,0.1886493,-0.46633032,-0.15397581,-0.78080714,-0.86433744,2.0857792,1.0513579,0.17265296,-0.43698674,0.41235772,1.5813813,0.69045234,0.014383018,1.2371941,0.5265405,0.72725874,0.68643814,1.785671,0.69957846,2.6589375,0.46794504,0.21688408,1.5328975,-1.9419041,0.42656046,0.35185587,-1.4688749,-0.18177578,0.5201252,-0.43050793,0.3366363,-0.425138,-0.2631089,0.6888311,0.5642962,-0.20229161,0.48481083,-0.88005394,-1.5387046,0.6880052,0.6805985,0.54051536,0.68402165,-0.090676844,-0.38648647,-1.2760849,1.7782011,0.027490854,1.803978,0.34977573,0.6201229,0.4946953,0.8325732,-0.101025015,0.29204884,0.10662055,1.1591568,-0.93963313,-0.97993493,-0.78392154,-1.9727585,1.100423,-1.9466803,0.67809653,-0.50008833,2.0107048,0.92851,0.0071259122,0.03816528,-0.9574028,1.2207353,0.42115635,0.50157803,-2.2895799,-0.2817617
83,글자 입력을 위해 가상 키보드(Virtua,글자 입력 위해 가상 키 보드,1.1540763,-2.178426,1.4041437,-1.349973,-1.1821934,-0.7058803,-0.94451904,1.7035599,-1.6535301,1.8279072,-1.0229825,-0.35731292,-0.24076246,2.4205596,-0.97066784,-1.5998087,0.20587562,-0.700735,1.195412,-1.5821388,0.945565,-0.67181206,-0.55930996,0.15847133,-0.8575518,-0.4903205,-0.2052002,-1.8135884,0.85962725,-0.022922337,2.397828,-0.65551853,-0.11588042,1.3978418,2.1191425,0.24098878,0.73554265,-0.0016151369,1.5415959,0.33149865,1.1955783,0.27951804,0.25760624,-1.472022,2.1651928,0.5147469,-0.98282415,0.1942429,-2.3446429,1.0106086,-1.2822671,1.6351758,0.051052086,0.9453589,-2.946696,-0.6773963,0.16745217,1.5909431,1.1490215,-0.22607613,0.75262606,0.699081,-1.4072809,-0.07101454,0.7566744,0.862314,-0.19377583,-0.058279216,-0.5739285,-2.454302,-0.8465932,2.1681209,0.9612869,1.4934634,1.7061266,-0.8991279,-0.8393084,2.0042794,0.15114328,0.32593104,-0.090557955,0.23030715,1.2824425,-1.6220579,-0.6004734,-1.879551,-0.29293713,-0.76416206,1.206593,-0.55000424,-1.1424143,-0.10370525,-1.9605231,-2.6638145,-0.07913318,-0.010017604,2.0550196,1.6292274,-0.5993531,-0.1718736
84,keyboard for text entry) 사용 Springboard,사용,-2.9688725,-0.7259312,6.794401,-1.9920107,-3.8570743,-1.2099057,1.4445107,-3.0505383,-4.303544,0.5363756,0.98018813,-2.2132423,-2.46315,3.5066006,-1.1108791,-5.798414,-2.971297,-1.0454623,1.3252368,-1.4763942,0.5725692,1.5636442,-1.1410353,0.20521997,-3.726257,-4.577658,2.5549674,-3.6961198,-2.576738,0.40632653,3.5862353,3.4383535,-2.623466,-3.099868,3.6163538,6.2206054,5.131431,-1.2571838,1.6971412,0.56225175,3.9855402,3.4683826,-0.039639145,-0.36556658,3.2976434,3.227476,-2.884056,5.6300273,-4.8693323,3.1699586,1.7643291,-1.3203579,0.5919984,1.7396522,-2.0667484,-1.8467247,5.9394407,3.811385,0.8016065,5.3341126,-1.4435163,-3.470677,-1.6746671,-1.3305972,-0.25702634,3.3268535,-1.6238937,2.1531136,1.3786298,0.18546842,-0.11048079,2.7751808,4.0082297,5.2630186,0.8429375,1.3179195,1.3724161,5.375185,1.8186173,5.3999376,2.216001,-3.1132529,0.13824534,-1.8588953,-0.2625008,-5.459576,0.42412668,0.16109753,7.8469925,-2.3959582,2.1245244,3.571596,-0.5126989,-3.6303651,-0.32535926,-0.4323827,1.0990068,-2.3404057,-2.8670833,-2.57318
85,시스템 콜 (System Calls),시스템 콜,0.011394288,-0.8268746,2.973761,-0.36631346,-0.83904624,0.78923064,0.9612133,1.6848024,-3.6086812,0.7545663,0.4217847,-1.3134944,-2.5858254,2.4434254,0.97796386,-1.069218,-1.7550746,-0.8285198,1.1900501,-1.0267351,2.7872102,-1.9818361,0.11841452,0.40791366,-1.7368355,-0.28888488,-0.22909234,0.5994905,2.2676032,-0.15757157,1.1985898,-0.5632966,0.060153067,0.25787115,-0.37315536,3.3127308,-0.9679287,-0.110783875,-0.7160108,1.4758805,1.1341976,0.87354696,-0.46079874,2.1527896,2.1311514,-1.4665186,-0.28330797,-1.0523281,0.2829505,1.6390507,-2.2825994,1.4462218,1.8466954,-1.2861543,-0.994466,1.8613597,-0.42438024,1.6475381,-0.4610231,-0.18235105,-0.6551186,1.4839855,-3.7201853,-0.004753977,1.8923355,1.6919718,0.058706313,0.80484647,-0.34452596,-0.69559395,-0.25013843,-0.14807379,0.55841357,1.3000598,-0.12564468,-0.8357707,-0.5299028,0.0957863,-0.4086006,0.42692733,1.2892623,1.028794,-0.3350228,-2.4093516,-0.47343555,-0.4608487,-2.376626,-1.08273,-0.5913137,-0.3169747,-0.59538406,0.17809868,1.1417108,-1.2042896,-0.019782364,0.5445126,2.6116953,1.1832342,-0.10937613,-0.17039877
86, 시스템 콜(호출)은 운영체제가 제공하는 서비스에 대한 인터페이스를사용자에게 제공한다,시스템 콜 호출 은 운영체제 제공 서비스 대한 인터페이스 사용자 제공,0.4183656,-1.1672994,2.807352,-0.47258145,-1.5282198,-0.47110617,1.2623869,1.3049941,-2.7445736,1.6561621,-0.69502974,-0.8350093,-1.1930755,1.4074506,1.1975334,-1.4210618,-1.8194604,-1.1866529,1.3107841,-2.5280979,0.7239876,-0.75634533,-0.8892275,0.48485202,-1.9913685,-0.9107646,-0.21277604,0.30301878,2.5272965,-0.06350082,3.45709,-0.6757303,-1.8486605,0.09472901,1.1343216,1.9475464,1.1323557,0.5695045,0.18015905,1.6130258,2.0863574,0.5009307,-0.64783436,1.644279,1.8517785,0.22210923,-0.7680422,0.8323772,-1.0716698,0.74677503,-0.014879003,-0.17929171,0.050045498,0.15523788,-1.2614199,0.0670731,0.53785807,0.9516897,0.0047430536,0.22922918,-1.3046403,-0.41376,-2.457136,-0.257707,0.30999362,2.1725144,-0.4367506,0.1550436,0.5748379,-1.0759467,-0.24155661,2.3439436,1.6718173,1.0157194,0.097675204,0.48184472,-0.0032662302,0.5775653,0.45023674,0.78437626,2.623845,1.2566099,0.47815958,-1.8710353,-1.1721,-3.4066381,-1.731322,-1.2558835,2.4485135,0.90161407,0.02276767,-0.31389228,-0.7521285,-1.1540415,0.06370625,1.1228627,0.39256132,-0.1501557,-1.3599302,-1.8934786
87, 일반적으로 고급 언어(C 또는 C++)로 작성된 루틴 형태로 제공,일반 고급 언어 로 작성 루틴 형태 제공,-0.35923183,-1.2139673,1.6774616,-0.641482,-1.5857627,-0.03946817,0.0670096,1.3050237,-2.395734,0.70332634,-0.8628863,0.63074285,-1.7380855,1.8627946,0.3461036,-0.86003524,-1.8155684,-0.8755813,1.7254415,-1.3495008,-1.1245477,-1.3229668,-1.0224681,-0.16254763,-1.1661474,-1.7372115,0.48205328,-0.9706229,0.7690519,-0.33079,2.8928375,1.4490286,-2.115983,1.3068054,1.4418025,1.6061801,1.0781279,-0.08825401,0.031965017,0.20784265,2.5501194,0.5683192,0.11523645,0.053269118,1.3723135,0.40281895,-0.78700763,1.2909088,-2.890352,0.89784735,0.25357315,-0.39128688,-1.1845732,0.47964674,-0.94735795,-1.3887756,1.0175399,1.4641478,0.9755606,1.4954072,-0.8009853,0.13856196,-0.87502646,-0.28127867,0.43108344,2.5086665,-0.96322393,1.7914009,0.6952533,-0.91311365,-0.34769696,2.4624708,1.9743147,1.3817276,0.9613813,0.17107938,-0.11586085,2.0494695,0.070114166,1.5367754,2.0455606,0.116880916,0.20179233,-1.1101372,-1.5218318,-3.0086029,0.31691852,-1.1532726,1.596235,-0.525001,1.2802309,0.20026669,-0.08686313,-1.7216771,-0.76684934,-0.18333459,1.0708405,0.6886376,-1.73784,-1.7626009
88, 대부분 직접적인 시스템 콜 사용보다는 고급의 Application Program Interface (API)를 통해 접근한다 ,대부분 직접 시스템 콜 사용 고급 를 통해 접근,-1.1217258,-0.54780626,2.1919985,0.4385338,-1.8256745,0.28708088,0.11489706,1.5712255,-1.7117006,0.7615883,0.17086625,-0.009294137,-2.2706716,2.4919453,-1.0918748,-0.8574928,-1.8216363,-2.4342256,2.0712705,-1.5498258,0.042267323,-2.2693472,-1.8715581,0.8067603,-0.9092132,-1.8569384,0.5130954,-0.19617218,0.79705244,-0.6609212,2.744184,0.12644398,-1.3779705,0.16596462,1.0290027,1.7438257,0.18053734,-0.2450129,-0.25404865,0.5901463,2.2104633,0.12884612,-0.37968478,2.4844503,1.4156854,-0.06275253,-1.1202533,0.79146314,-1.9192827,1.0433288,-0.86809474,0.5141274,-0.14905703,0.39445794,-1.050125,-0.54601806,1.6214534,0.81256574,1.1906209,1.2871943,-0.3955441,-0.0148778185,-2.5033822,0.6112971,0.95984435,1.6685598,-0.19711676,0.21364832,0.060944185,-0.7955024,-0.4400811,2.453629,2.1058314,2.38202,0.39017552,-0.1120438,0.7905971,0.87003857,0.41613102,2.2338092,2.0308,0.82138354,0.99698675,-1.7573555,-0.67157817,-2.5982738,0.11950496,-0.2834897,1.5651313,-0.47036892,0.11293815,1.103483,0.40971783,-0.9854898,0.101447836,0.051649027,0.20172468,0.6922649,-1.4994004,-1.8053828
